"id","user_id","recorded_at","latitude","longitude","accuracy","speed","heading","altitude","activity_type","activity_confidence","is_moving","battery_level","is_charging","distance_from_previous","created_at"
"119062",8558,"2026-03-06 16:34:46.17+00","40.18545000","71.73593670",NULL,"5.21",NULL,NULL,NULL,NULL,False,NULL,NULL,"24.15","2026-03-06 18:01:59.085858+00"
"119060",8558,"2026-03-06 16:34:42.169+00","40.18566330","71.73588330",NULL,"6.17",NULL,NULL,NULL,NULL,False,NULL,NULL,"15.23","2026-03-06 18:01:59.085857+00"
"119061",8558,"2026-03-06 16:34:42.169+00","40.18566330","71.73588330",NULL,"6.17",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:59.085857+00"
"119059",8558,"2026-03-06 16:34:36.938+00","40.18580000","71.73587170",NULL,"0.00",NULL,NULL,NULL,NULL,False,NULL,NULL,"14.25","2026-03-06 18:01:59.085857+00"
"119057",8558,"2026-03-06 16:34:36.165+00","40.18568670","71.73595000",NULL,"2.36",NULL,NULL,NULL,NULL,False,NULL,NULL,"40.44","2026-03-06 18:01:59.085856+00"
"119058",8558,"2026-03-06 16:34:36.165+00","40.18568670","71.73595000",NULL,"2.36",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:59.085857+00"
"119055",8558,"2026-03-06 16:34:34.169+00","40.18603830","71.73582830",NULL,"2.55",NULL,NULL,NULL,NULL,False,NULL,NULL,"31.32","2026-03-06 18:01:59.085855+00"
"119056",8558,"2026-03-06 16:34:34.169+00","40.18603830","71.73582830",NULL,"2.55",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:59.085856+00"
"119053",8558,"2026-03-06 16:34:29.171+00","40.18577670","71.73569170",NULL,"11.58",NULL,NULL,NULL,NULL,False,NULL,NULL,"46.78","2026-03-06 18:01:59.085852+00"
"119054",8558,"2026-03-06 16:34:29.171+00","40.18577670","71.73569170",NULL,"11.58",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:59.085855+00"
"119052",8558,"2026-03-06 16:34:26.169+00","40.18536670","71.73556830",NULL,"17.10",NULL,NULL,NULL,NULL,False,NULL,NULL,"57.51","2026-03-06 18:01:59.085851+00"
"119050",8558,"2026-03-06 16:34:23.167+00","40.18488170","71.73533330",NULL,"14.51",NULL,NULL,NULL,NULL,False,NULL,NULL,"31.92","2026-03-06 18:01:58.810036+00"
"119051",8558,"2026-03-06 16:34:23.167+00","40.18488170","71.73533330",NULL,"14.51",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:59.08585+00"
"119049",8558,"2026-03-06 16:34:21.168+00","40.18460330","71.73524170",NULL,"11.60",NULL,NULL,NULL,NULL,False,NULL,NULL,"32.14","2026-03-06 18:01:58.810036+00"
"119047",8558,"2026-03-06 16:34:19.17+00","40.18431830","71.73517830",NULL,"8.50",NULL,NULL,NULL,NULL,False,NULL,NULL,"23.04","2026-03-06 18:01:58.810036+00"
"119048",8558,"2026-03-06 16:34:19.17+00","40.18431830","71.73517830",NULL,"8.50",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810036+00"
"119045",8558,"2026-03-06 16:34:16.162+00","40.18412330","71.73508670",NULL,"6.65",NULL,NULL,NULL,NULL,False,NULL,NULL,"13.70","2026-03-06 18:01:58.810035+00"
"119046",8558,"2026-03-06 16:34:16.162+00","40.18412330","71.73508670",NULL,"6.65",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810036+00"
"119043",8558,"2026-03-06 16:33:10.163+00","40.18403830","71.73497000",NULL,"0.02",NULL,NULL,NULL,NULL,False,NULL,NULL,"30.09","2026-03-06 18:01:58.810035+00"
"119044",8558,"2026-03-06 16:33:10.163+00","40.18403830","71.73497000",NULL,"0.02",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810035+00"
"119041",8558,"2026-03-06 16:32:58.159+00","40.18430000","71.73506000",NULL,"8.13",NULL,NULL,NULL,NULL,False,NULL,NULL,"44.36","2026-03-06 18:01:58.810034+00"
"119042",8558,"2026-03-06 16:32:58.159+00","40.18430000","71.73506000",NULL,"8.13",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810035+00"
"119040",8558,"2026-03-06 16:32:54.159+00","40.18468670","71.73518830",NULL,"14.00",NULL,NULL,NULL,NULL,False,NULL,NULL,"42.65","2026-03-06 18:01:58.810034+00"
"119038",8558,"2026-03-06 16:32:51.159+00","40.18502000","71.73543670",NULL,"14.39",NULL,NULL,NULL,NULL,False,NULL,NULL,"40.88","2026-03-06 18:01:58.810034+00"
"119039",8558,"2026-03-06 16:32:51.159+00","40.18502000","71.73543670",NULL,"14.39",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810034+00"
"119037",8558,"2026-03-06 16:32:48.168+00","40.18537330","71.73557000",NULL,"11.64",NULL,NULL,NULL,NULL,False,NULL,NULL,"43.23","2026-03-06 18:01:58.810033+00"
"119035",8558,"2026-03-06 16:32:44.467+00","40.18575170","71.73568670",NULL,"8.08",NULL,NULL,NULL,NULL,False,NULL,NULL,"10.22","2026-03-06 18:01:58.810033+00"
"119036",8558,"2026-03-06 16:32:44.467+00","40.18575170","71.73568670",NULL,"8.08",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810033+00"
"119033",8558,"2026-03-06 16:32:43.171+00","40.18584330","71.73569670",NULL,"2.03",NULL,NULL,NULL,NULL,False,NULL,NULL,"20.48","2026-03-06 18:01:58.810031+00"
"119034",8558,"2026-03-06 16:32:43.171+00","40.18584330","71.73569670",NULL,"2.03",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810032+00"
"119032",8558,"2026-03-06 16:32:03.172+00","40.18595830","71.73588500",NULL,"3.75",NULL,NULL,NULL,NULL,False,NULL,NULL,"24.13","2026-03-06 18:01:58.810031+00"
"119031",8558,"2026-03-06 16:31:58.168+00","40.18574170","71.73590170",NULL,"6.17",NULL,NULL,NULL,NULL,False,NULL,NULL,"23.18","2026-03-06 18:01:58.810031+00"
"119030",8558,"2026-03-06 16:31:55.17+00","40.18553330","71.73590830",NULL,"6.46",NULL,NULL,NULL,NULL,False,NULL,NULL,"24.99","2026-03-06 18:01:58.810031+00"
"119029",8558,"2026-03-06 16:31:50.173+00","40.18531000","71.73594170",NULL,"6.69",NULL,NULL,NULL,NULL,False,NULL,NULL,"23.56","2026-03-06 18:01:58.81003+00"
"119028",8558,"2026-03-06 16:31:47.171+00","40.18509830","71.73595170",NULL,"5.96",NULL,NULL,NULL,NULL,False,NULL,NULL,"20.71","2026-03-06 18:01:58.81003+00"
"119027",8558,"2026-03-06 16:31:43.167+00","40.18491500","71.73599500",NULL,"6.34",NULL,NULL,NULL,NULL,False,NULL,NULL,"22.54","2026-03-06 18:01:58.81003+00"
"119025",8558,"2026-03-06 16:31:40.172+00","40.18480170","71.73621500",NULL,"7.38",NULL,NULL,NULL,NULL,False,NULL,NULL,"32.40","2026-03-06 18:01:58.810029+00"
"119026",8558,"2026-03-06 16:31:40.172+00","40.18480170","71.73621500",NULL,"7.38",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.81003+00"
"119024",8558,"2026-03-06 16:31:32.168+00","40.18454830","71.73640330",NULL,"8.13",NULL,NULL,NULL,NULL,False,NULL,NULL,"35.01","2026-03-06 18:01:58.810029+00"
"119023",8558,"2026-03-06 16:31:28.172+00","40.18424830","71.73627830",NULL,"8.78",NULL,NULL,NULL,NULL,False,NULL,NULL,"36.77","2026-03-06 18:01:58.810029+00"
"119022",8558,"2026-03-06 16:31:24.171+00","40.18393500","71.73614000",NULL,"9.46",NULL,NULL,NULL,NULL,False,NULL,NULL,"38.39","2026-03-06 18:01:58.810029+00"
"119021",8558,"2026-03-06 16:31:20.172+00","40.18361670","71.73596500",NULL,"10.53",NULL,NULL,NULL,NULL,False,NULL,NULL,"31.49","2026-03-06 18:01:58.810028+00"
"119020",8558,"2026-03-06 16:31:17.166+00","40.18334330","71.73586830",NULL,"10.34",NULL,NULL,NULL,NULL,False,NULL,NULL,"31.46","2026-03-06 18:01:58.810028+00"
"119019",8558,"2026-03-06 16:31:14.171+00","40.18306330","71.73592170",NULL,"9.36",NULL,NULL,NULL,NULL,False,NULL,NULL,"31.25","2026-03-06 18:01:58.810028+00"
"119018",8558,"2026-03-06 16:31:11.171+00","40.18278670","71.73585670",NULL,"10.98",NULL,NULL,NULL,NULL,False,NULL,NULL,"38.06","2026-03-06 18:01:58.810028+00"
"119017",8558,"2026-03-06 16:31:08.168+00","40.18247500","71.73567170",NULL,"12.09",NULL,NULL,NULL,NULL,False,NULL,NULL,"33.30","2026-03-06 18:01:58.810026+00"
"119015",8558,"2026-03-06 16:31:05.171+00","40.18219830","71.73552170",NULL,"12.21",NULL,NULL,NULL,NULL,False,NULL,NULL,"51.19","2026-03-06 18:01:58.810026+00"
"119016",8558,"2026-03-06 16:31:05.171+00","40.18219830","71.73552170",NULL,"12.21",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810026+00"
"119014",8558,"2026-03-06 16:31:01.169+00","40.18174500","71.73541670",NULL,"12.96",NULL,NULL,NULL,NULL,False,NULL,NULL,"43.20","2026-03-06 18:01:58.810026+00"
"119013",8558,"2026-03-06 16:30:58.168+00","40.18135670","71.73540170",NULL,"14.25",NULL,NULL,NULL,NULL,False,NULL,NULL,"43.93","2026-03-06 18:01:58.810025+00"
"119012",8558,"2026-03-06 16:30:55.174+00","40.18096170","71.73539170",NULL,"13.71",NULL,NULL,NULL,NULL,False,NULL,NULL,"54.60","2026-03-06 18:01:58.810025+00"
"119010",8558,"2026-03-06 16:30:51.17+00","40.18047330","71.73545830",NULL,"12.52",NULL,NULL,NULL,NULL,False,NULL,NULL,"38.77","2026-03-06 18:01:58.810025+00"
"119011",8558,"2026-03-06 16:30:51.17+00","40.18047330","71.73545830",NULL,"12.52",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810025+00"
"119009",8558,"2026-03-06 16:30:48.171+00","40.18012500","71.73543670",NULL,"12.36",NULL,NULL,NULL,NULL,False,NULL,NULL,"39.68","2026-03-06 18:01:58.810024+00"
"119008",8558,"2026-03-06 16:30:45.171+00","40.17977670","71.73533500",NULL,"11.69",NULL,NULL,NULL,NULL,False,NULL,NULL,"34.63","2026-03-06 18:01:58.810024+00"
"119006",8558,"2026-03-06 16:30:42.168+00","40.17950830","71.73512830",NULL,"11.79",NULL,NULL,NULL,NULL,False,NULL,NULL,"45.46","2026-03-06 18:01:58.810024+00"
"119007",8558,"2026-03-06 16:30:42.168+00","40.17950830","71.73512830",NULL,"11.79",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810024+00"
"119005",8558,"2026-03-06 16:30:38.17+00","40.17910000","71.73510170",NULL,"13.76",NULL,NULL,NULL,NULL,False,NULL,NULL,"43.68","2026-03-06 18:01:58.810023+00"
"119003",8558,"2026-03-06 16:30:35.17+00","40.17872500","71.73525500",NULL,"13.32",NULL,NULL,NULL,NULL,False,NULL,NULL,"37.75","2026-03-06 18:01:58.810022+00"
"119004",8558,"2026-03-06 16:30:35.17+00","40.17872500","71.73525500",NULL,"13.32",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.810023+00"
"119002",8558,"2026-03-06 16:30:32.172+00","40.17838830","71.73531170",NULL,"11.38",NULL,NULL,NULL,NULL,False,NULL,NULL,"31.44","2026-03-06 18:01:58.810022+00"
"119001",8558,"2026-03-06 16:30:29.17+00","40.17811170","71.73523500",NULL,"9.79",NULL,NULL,NULL,NULL,False,NULL,NULL,"35.89","2026-03-06 18:01:58.810021+00"
"119000",8558,"2026-03-06 16:30:25.17+00","40.17780670","71.73509670",NULL,"8.78",NULL,NULL,NULL,NULL,False,NULL,NULL,"38.75","2026-03-06 18:01:58.51862+00"
"118999",8558,"2026-03-06 16:30:21.17+00","40.17746000","71.73514330",NULL,"11.37",NULL,NULL,NULL,NULL,False,NULL,NULL,"36.56","2026-03-06 18:01:58.51862+00"
"118998",8558,"2026-03-06 16:30:18.169+00","40.17713170","71.73512000",NULL,"12.21",NULL,NULL,NULL,NULL,False,NULL,NULL,"40.40","2026-03-06 18:01:58.518619+00"
"118996",8558,"2026-03-06 16:30:15.172+00","40.17677330","71.73504170",NULL,"9.48",NULL,NULL,NULL,NULL,False,NULL,NULL,"26.89","2026-03-06 18:01:58.518619+00"
"118997",8558,"2026-03-06 16:30:15.172+00","40.17677330","71.73504170",NULL,"9.48",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518619+00"
"118995",8558,"2026-03-06 16:30:12.171+00","40.17653330","71.73500330",NULL,"7.47",NULL,NULL,NULL,NULL,False,NULL,NULL,"21.19","2026-03-06 18:01:58.518619+00"
"118994",8558,"2026-03-06 16:30:09.173+00","40.17634830","71.73506330",NULL,"6.87",NULL,NULL,NULL,NULL,False,NULL,NULL,"22.05","2026-03-06 18:01:58.518618+00"
"118992",8558,"2026-03-06 16:30:05.168+00","40.17615000","71.73506830",NULL,"6.31",NULL,NULL,NULL,NULL,False,NULL,NULL,"35.91","2026-03-06 18:01:58.518618+00"
"118993",8558,"2026-03-06 16:30:05.168+00","40.17615000","71.73506830",NULL,"6.31",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518618+00"
"118990",8558,"2026-03-06 16:30:00.172+00","40.17603170","71.73467500",NULL,"10.49",NULL,NULL,NULL,NULL,False,NULL,NULL,"49.17","2026-03-06 18:01:58.518617+00"
"118991",8558,"2026-03-06 16:30:00.172+00","40.17603170","71.73467500",NULL,"10.49",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518618+00"
"118989",8558,"2026-03-06 16:29:56.175+00","40.17565670","71.73436830",NULL,"14.64",NULL,NULL,NULL,NULL,False,NULL,NULL,"46.66","2026-03-06 18:01:58.518617+00"
"118988",8558,"2026-03-06 16:29:53.172+00","40.17527170","71.73415000",NULL,"16.52",NULL,NULL,NULL,NULL,False,NULL,NULL,"48.71","2026-03-06 18:01:58.518617+00"
"118987",8558,"2026-03-06 16:29:50.171+00","40.17488000","71.73389330",NULL,"16.01",NULL,NULL,NULL,NULL,False,NULL,NULL,"49.02","2026-03-06 18:01:58.518617+00"
"118986",8558,"2026-03-06 16:29:47.171+00","40.17449670","71.73360830",NULL,"16.23",NULL,NULL,NULL,NULL,False,NULL,NULL,"48.03","2026-03-06 18:01:58.518616+00"
"118985",8558,"2026-03-06 16:29:44.17+00","40.17410500","71.73337000",NULL,"15.56",NULL,NULL,NULL,NULL,False,NULL,NULL,"47.65","2026-03-06 18:01:58.518616+00"
"118983",8558,"2026-03-06 16:29:41.17+00","40.17369170","71.73322170",NULL,"15.62",NULL,NULL,NULL,NULL,False,NULL,NULL,"50.16","2026-03-06 18:01:58.518614+00"
"118984",8558,"2026-03-06 16:29:41.17+00","40.17369170","71.73322170",NULL,"15.62",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518615+00"
"118982",8558,"2026-03-06 16:29:38.17+00","40.17324170","71.73318000",NULL,"17.55",NULL,NULL,NULL,NULL,False,NULL,NULL,"53.83","2026-03-06 18:01:58.518614+00"
"118981",8558,"2026-03-06 16:29:35.169+00","40.17276330","71.73308330",NULL,"17.91",NULL,NULL,NULL,NULL,False,NULL,NULL,"58.39","2026-03-06 18:01:58.518614+00"
"118979",8558,"2026-03-06 16:29:32.17+00","40.17226670","71.73286000",NULL,"19.42",NULL,NULL,NULL,NULL,False,NULL,NULL,"56.42","2026-03-06 18:01:58.518613+00"
"118980",8558,"2026-03-06 16:29:32.17+00","40.17226670","71.73286000",NULL,"19.42",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518614+00"
"118978",8558,"2026-03-06 16:29:29.17+00","40.17188330","71.73242500",NULL,"16.87",NULL,NULL,NULL,NULL,False,NULL,NULL,"53.41","2026-03-06 18:01:58.518613+00"
"118976",8558,"2026-03-06 16:29:26.173+00","40.17149500","71.73205500",NULL,"15.79",NULL,NULL,NULL,NULL,False,NULL,NULL,"44.36","2026-03-06 18:01:58.518613+00"
"118977",8558,"2026-03-06 16:29:26.173+00","40.17149500","71.73205500",NULL,"15.79",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518613+00"
"118975",8558,"2026-03-06 16:29:23.17+00","40.17116330","71.73176500",NULL,"12.08",NULL,NULL,NULL,NULL,False,NULL,NULL,"41.38","2026-03-06 18:01:58.518612+00"
"118974",8558,"2026-03-06 16:29:19.17+00","40.17083330","71.73154000",NULL,"8.48",NULL,NULL,NULL,NULL,False,NULL,NULL,"30.98","2026-03-06 18:01:58.518612+00"
"118973",8558,"2026-03-06 16:29:15.166+00","40.17056330","71.73163000",NULL,"9.55",NULL,NULL,NULL,NULL,False,NULL,NULL,"36.06","2026-03-06 18:01:58.518612+00"
"118971",8558,"2026-03-06 16:29:12.172+00","40.17026670","71.73180170",NULL,"10.21",NULL,NULL,NULL,NULL,False,NULL,NULL,"30.66","2026-03-06 18:01:58.518611+00"
"118972",8558,"2026-03-06 16:29:12.172+00","40.17026670","71.73180170",NULL,"10.21",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518611+00"
"118970",8558,"2026-03-06 16:29:09.171+00","40.17000000","71.73189330",NULL,"5.17",NULL,NULL,NULL,NULL,False,NULL,NULL,"20.90","2026-03-06 18:01:58.518611+00"
"118968",8558,"2026-03-06 16:07:14.169+00","40.16982830","71.73199330",NULL,"3.42",NULL,NULL,NULL,NULL,False,NULL,NULL,"32.90","2026-03-06 18:01:58.51861+00"
"118969",8558,"2026-03-06 16:07:14.169+00","40.16982830","71.73199330",NULL,"3.42",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518611+00"
"118967",8558,"2026-03-06 16:07:09.17+00","40.17010830","71.73186830",NULL,"9.73",NULL,NULL,NULL,NULL,False,NULL,NULL,"30.56","2026-03-06 18:01:58.518609+00"
"118966",8558,"2026-03-06 16:07:06.171+00","40.17036830","71.73175170",NULL,"9.78",NULL,NULL,NULL,NULL,False,NULL,NULL,"38.94","2026-03-06 18:01:58.518609+00"
"118965",8558,"2026-03-06 16:07:02.169+00","40.17060170","71.73141000",NULL,"10.94",NULL,NULL,NULL,NULL,False,NULL,NULL,"36.28","2026-03-06 18:01:58.518608+00"
"118964",8558,"2026-03-06 16:06:59.166+00","40.17076000","71.73103670",NULL,"11.98",NULL,NULL,NULL,NULL,False,NULL,NULL,"39.42","2026-03-06 18:01:58.518608+00"
"118963",8558,"2026-03-06 16:06:56.166+00","40.17095000","71.73064500",NULL,"11.55",NULL,NULL,NULL,NULL,False,NULL,NULL,"49.07","2026-03-06 18:01:58.518608+00"
"118961",8558,"2026-03-06 16:06:53.166+00","40.17102830","71.73007670",NULL,"9.17",NULL,NULL,NULL,NULL,False,NULL,NULL,"28.33","2026-03-06 18:01:58.518607+00"
"118962",8558,"2026-03-06 16:06:53.166+00","40.17102830","71.73007670",NULL,"9.17",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518608+00"
"118960",8558,"2026-03-06 16:06:50.167+00","40.17102500","71.72974330",NULL,"7.39",NULL,NULL,NULL,NULL,False,NULL,NULL,"21.21","2026-03-06 18:01:58.518607+00"
"118959",8558,"2026-03-06 16:06:47.17+00","40.17089830","71.72955670",NULL,"3.96",NULL,NULL,NULL,NULL,False,NULL,NULL,"22.80","2026-03-06 18:01:58.518607+00"
"118957",8558,"2026-03-06 16:06:43.16+00","40.17071830","71.72942830",NULL,"3.90",NULL,NULL,NULL,NULL,False,NULL,NULL,"12.13","2026-03-06 18:01:58.518606+00"
"118958",8558,"2026-03-06 16:06:43.16+00","40.17071830","71.72942830",NULL,"3.90",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518606+00"
"118956",8558,"2026-03-06 16:06:41.169+00","40.17075000","71.72929170",NULL,"1.38",NULL,NULL,NULL,NULL,False,NULL,NULL,"16.86","2026-03-06 18:01:58.518606+00"
"118955",8558,"2026-03-06 16:06:39.169+00","40.17086670","71.72916500",NULL,"0.48",NULL,NULL,NULL,NULL,False,NULL,NULL,"11.63","2026-03-06 18:01:58.518605+00"
"118954",8558,"2026-03-06 16:06:37.167+00","40.17096670","71.72912500",NULL,"0.21",NULL,NULL,NULL,NULL,False,NULL,NULL,"21.97","2026-03-06 18:01:58.518604+00"
"118953",8558,"2026-03-06 16:06:36.167+00","40.17115830","71.72906170",NULL,"0.18",NULL,NULL,NULL,NULL,False,NULL,NULL,"62.30","2026-03-06 18:01:58.518604+00"
"118951",8558,"2026-03-06 16:06:34.17+00","40.17065670","71.72938830",NULL,"2.44",NULL,NULL,NULL,NULL,False,NULL,NULL,"31.34","2026-03-06 18:01:58.518603+00"
"118952",8558,"2026-03-06 16:06:34.17+00","40.17065670","71.72938830",NULL,"2.44",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.518604+00"
"118950",8558,"2026-03-06 16:06:27.17+00","40.17093830","71.72937170",NULL,"9.66",NULL,NULL,NULL,NULL,False,NULL,NULL,"197.19","2026-03-06 18:01:58.178516+00"
"118948",8558,"2026-03-06 16:06:20.946+00","40.17271170","71.72936170",NULL,"11.46",NULL,NULL,NULL,NULL,False,NULL,NULL,"88.46","2026-03-06 18:01:58.178516+00"
"118949",8558,"2026-03-06 16:06:20.946+00","40.17271170","71.72936170",NULL,"11.46",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.178516+00"
"118946",8558,"2026-03-06 16:06:17.171+00","40.17192000","71.72946330",NULL,"12.51",NULL,NULL,NULL,NULL,False,NULL,NULL,"42.50","2026-03-06 18:01:58.178515+00"
"118947",8558,"2026-03-06 16:06:17.171+00","40.17192000","71.72946330",NULL,"12.51",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.178515+00"
"118945",8558,"2026-03-06 16:06:14.17+00","40.17230000","71.72941000",NULL,"12.21",NULL,NULL,NULL,NULL,False,NULL,NULL,"38.10","2026-03-06 18:01:58.178515+00"
"118944",8558,"2026-03-06 16:06:11.171+00","40.17264170","71.72937670",NULL,"10.10",NULL,NULL,NULL,NULL,False,NULL,NULL,"33.50","2026-03-06 18:01:58.178515+00"
"118943",8558,"2026-03-06 16:06:08.171+00","40.17294170","71.72934000",NULL,"7.60",NULL,NULL,NULL,NULL,False,NULL,NULL,"34.81","2026-03-06 18:01:58.178514+00"
"118942",8558,"2026-03-06 16:06:05.169+00","40.17325170","71.72928330",NULL,"7.69",NULL,NULL,NULL,NULL,False,NULL,NULL,"45.22","2026-03-06 18:01:58.178514+00"
"118941",8558,"2026-03-06 16:06:03.169+00","40.17365830","71.72927170",NULL,"8.88",NULL,NULL,NULL,NULL,False,NULL,NULL,"46.60","2026-03-06 18:01:58.178514+00"
"118939",8558,"2026-03-06 16:06:01.172+00","40.17324330","71.72934830",NULL,"12.01",NULL,NULL,NULL,NULL,False,NULL,NULL,"40.81","2026-03-06 18:01:58.178514+00"
"118940",8558,"2026-03-06 16:06:01.172+00","40.17324330","71.72934830",NULL,"12.01",NULL,NULL,NULL,NULL,False,NULL,NULL,"0.00","2026-03-06 18:01:58.178514+00"
"118938",8558,"2026-03-06 16:05:58.167+00","40.17361000","71.72936830",NULL,"14.48",NULL,NULL,NULL,NULL,False,NULL,NULL,"44.57","2026-03-06 18:01:58.178513+00"
"118937",8558,"2026-03-06 16:05:55.17+00","40.17401000","71.72940170",NULL,"14.74",NULL,NULL,NULL,NULL,False,NULL,NULL,"44.63","2026-03-06 18:01:58.178513+00"
"118936",8558,"2026-03-06 16:05:52.167+00","40.17441000","71.72944500",NULL,"13.99",NULL,NULL,NULL,NULL,False,NULL,NULL,"42.71","2026-03-06 18:01:58.178513+00"
"118935",8558,"2026-03-06 16:05:49.169+00","40.17479330","71.72947830",NULL,"13.29",NULL,NULL,NULL,NULL,False,NULL,NULL,"40.21","2026-03-06 18:01:58.178513+00"
"118934",8558,"2026-03-06 16:05:46.168+00","40.17515330","71.72952330",NULL,"13.29",NULL,NULL,NULL,NULL,False,NULL,NULL,"52.84","2026-03-06 18:01:58.178512+00"
"118933",8558,"2026-03-06 16:05:42.17+00","40.17562330","71.72961500",NULL,"13.88",NULL,NULL,NULL,NULL,False,NULL,NULL,"46.89","2026-03-06 18:01:58.178511+00"
"118932",8558,"2026-03-06 16:05:38.943+00","40.17604000","71.72970000",NULL,"13.70",NULL,NULL,NULL,NULL,False,NULL,NULL,"47.19","2026-03-06 18:01:58.17851+00"
